id,name,href,company,gbfs_href,location.latitude,location.longitude,location.city,location.country,system,source,ebikes,license.name,license.url,scooters,instances
bicincitta-modena,Mi Muovo in bici,/v2/networks/bicincitta-modena,"[""Comunicare S.r.l.""]",,44.647128,10.9252269,Modena,IT,Bicincittà,http://www.mimuovoinbici.it/frmLeStazioni.aspx?ID=180,,,,,
bicincitta-monserrato,Bicincittà,/v2/networks/bicincitta-monserrato,"[""Comunicare S.r.l.""]",,39.2560191,9.1453579,Monserrato,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=220,,,,,
bicincitta-montecatini-terme,Bicincittà,/v2/networks/bicincitta-montecatini-terme,"[""Comunicare S.r.l.""]",,43.88362791665083,10.764385656591799,Montecatini Terme,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=210,,,,,
bicincitta-monteriggioni,Sipedala,/v2/networks/bicincitta-monteriggioni,"[""Comunicare S.r.l.""]",,43.3896,11.2236,Monteriggioni,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=274,,,,,
bicincitta-monza,Bicincittà,/v2/networks/bicincitta-monza,"[""Comunicare S.r.l.""]",,45.5845001,9.2744485,Monza,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=224,,,,,
bicincitta-morigerati,Bicincittà,/v2/networks/bicincitta-morigerati,"[""Comunicare S.r.l.""]",,40.1422031,15.5298525,Morigerati,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=200,,,,,
bicincitta-parco-dei-colli-di-bergamo,Bicincittà,/v2/networks/bicincitta-parco-dei-colli-di-bergamo,"[""Comunicare S.r.l.""]",,45.72295637032245,9.649230073016383,Parco dei Colli di Bergamo,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=203,,,,,
bicincitta-parco-molentargius-saline,Bicincittà,/v2/networks/bicincitta-parco-molentargius-saline,"[""Comunicare S.r.l.""]",,39.2052545,9.146761099999999,Parco Naturale Molentargius - Saline,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=151,,,,,
bicincitta-pista,PisTA!,/v2/networks/bicincitta-pista,"[""Comunicare S.r.l.""]",,40.4351,17.2096,Taranto,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=270,,,,,
bicincitta-pizzighettone-formigara,Bicincittà,/v2/networks/bicincitta-pizzighettone-formigara,"[""Comunicare S.r.l.""]",,45.186748819167434,9.778087948479424,Pizzighettone e Formigara,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=209,,,,,
bicincitta-porto-torres,Bicincittà,/v2/networks/bicincitta-porto-torres,"[""Comunicare S.r.l.""]",,40.8333682,8.402292899999999,Porto Torres,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=221,,,,,
bicincitta-rivarolo-canavese,Bicincittà,/v2/networks/bicincitta-rivarolo-canavese,"[""Comunicare S.r.l.""]",,45.306633,7.723242,Rivarolo Canavese,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=227,,,,,
bicincitta-san-donato-milanese,Bicincittà,/v2/networks/bicincitta-san-donato-milanese,"[""Comunicare S.r.l.""]",,45.4092402,9.2684867,San Donato Milanese,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=234,,,,,
bicincitta-san-giovanni-in-persiceto,Mi Muovo in Bici,/v2/networks/bicincitta-san-giovanni-in-persiceto,"[""Comunicare S.r.l.""]",,44.6405433,11.1893053,San Giovanni in Persiceto,IT,Bicincittà,http://www.mimuovoinbici.it/frmLeStazioni.aspx?ID=101,,,,,
bicincitta-san-lazzaro-di-savena,Mi Muovo in Bici,/v2/networks/bicincitta-san-lazzaro-di-savena,"[""Comunicare S.r.l.""]",,44.4702725,11.409399,San Lazzaro di Savena,IT,Bicincittà,http://www.mimuovoinbici.it/frmLeStazioni.aspx?ID=100,,,,,
bicincitta-san-michele-alladige,Bicincittà,/v2/networks/bicincitta-san-michele-alladige,"[""Comunicare S.r.l.""]",,46.1878653,11.1330423,San Michele All'adige,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=231,,,,,
bicincitta-san-teodoro,Bicincittà,/v2/networks/bicincitta-san-teodoro,"[""Comunicare S.r.l.""]",,40.7722837,9.6695458,San Teodoro,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=225,,,,,
bicincitta-scafati,Bicincittà,/v2/networks/bicincitta-scafati,"[""Comunicare S.r.l.""]",,40.7620174,14.5363969,Scafati,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=106,,,,,
bicincitta-scandiano,Mi Muovo in Bici,/v2/networks/bicincitta-scandiano,"[""Comunicare S.r.l.""]",,44.5982342,10.6909273,Scandiano,IT,Bicincittà,http://www.mimuovoinbici.it/frmLeStazioni.aspx?ID=94,,,,,
bicincitta-selargius,Bicincittà,/v2/networks/bicincitta-selargius,"[""Comunicare S.r.l.""]",,39.2596768,9.1629372,Selargius,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=219,,,,,
bicincitta-siena,Bicincittà,/v2/networks/bicincitta-siena,"[""Comunicare S.r.l.""]",,43.3186,11.3306,Siena,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=202,,,,,
bicincitta-tivat,Bicincittà,/v2/networks/bicincitta-tivat,"[""Comunicare S.r.l.""]",,42.4349809,18.7066398,TV,ME,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=87,,,,,
bicincitta-tortoli,Bicincittà,/v2/networks/bicincitta-tortoli,"[""Comunicare S.r.l.""]",,39.92664489852196,9.654953570777934,Tortolì,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=206,,,,,
bicincitta-treviglio,Bicincittà,/v2/networks/bicincitta-treviglio,"[""Comunicare S.r.l.""]",,45.5293372,9.591435899999999,Treviglio,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=174,,,,,
bicincitta-trieste,BiTS,/v2/networks/bicincitta-trieste,"[""Comunicare S.r.l.""]",,45.6495,13.7768,Trieste,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=266,,,,,
bicincitta-vicolungo-the-style-outlets,Bicincittà,/v2/networks/bicincitta-vicolungo-the-style-outlets,"[""Comunicare S.r.l.""]",,45.47167229999999,8.4633922,Vicolungo,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=232,,,,,
bicing,Bicing,/v2/networks/bicing,"[""Barcelona de Serveis Municipals, S.A. (BSM)"", ""CESPA"", ""PBSC""]",,41.3850639,2.1734035,Barcelona,ES,,,True,,,,
bicinquartucciu,BicinQuartucciu,/v2/networks/bicinquartucciu,"[""Comunicare S.r.l.""]",,39.25043149806156,9.179296426489255,Quartucciu,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=193,,,,,
bicinrivas,BiciNRivas,/v2/networks/bicinrivas,"[""Lyft Inc.""]",https://rivas.publicbikesystem.net/customer/gbfs/v2/gbfs.json,40.35353,-3.53095,Rivas-Vaciamadrid,ES,,,,,,,
bicipalma,Bicipalma,/v2/networks/bicipalma,"[""Nextbike GmbH""]",,39.57119,2.646634,Palma,ES,Nextbike,,,,,,
bicisanvi,Bicisanvi,/v2/networks/bicisanvi,"[""Movilidad Urbana Sostenible SLU""]",,38.39611,-0.5236,Sant Vicent del Raspeig,ES,,,,,,,
bicischio,BiciSchio,/v2/networks/bicischio,"[""Comunicare S.r.l.""]",,45.7170517,11.3597702,Schio,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=91,,,,,
biclis,biclis,/v2/networks/biclis,"[""Município de Leiria"", ""Share2Go - Mobilidade Partilhada, Sociedade Unipessoal Lda""]",,39.7495,-8.8074,Leiria,PT,,,True,,,,
bicloo,Bicloo,/v2/networks/bicloo,"[""JCDecaux""]",,47.218371,-1.553621,Nantes,FR,Cyclocity,https://developer.jcdecaux.com,,Open Licence,https://developer.jcdecaux.com/#/opendata/licence,,
bicyklezadobreskutky,Bicykle za dobré skutky,/v2/networks/bicyklezadobreskutky,"[""Open Source Bike Share""]",,48.996275,21.234341,Prešov,SK,OpenSourceBikeShare,,,,,,
biella,Biella,/v2/networks/biella,"[""Comunicare S.r.l.""]",,45.5775,8.051111,Biella,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=112,,,,,
bigi,BiGi,/v2/networks/bigi,"[""Comunicare S.r.l.""]",,45.695,9.67,Bergamo,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=133,,,,,
bike-chattanooga,Bike Chattanooga,/v2/networks/bike-chattanooga,"[""Motivate International, Inc"", ""PBSC""]",https://chat.publicbikesystem.net/ube/gbfs/v1/,35.0456297,-85.3096801,"Chattanooga, TN",US,,,True,,,,
bike-curitiba,BikeCuritiba,/v2/networks/bike-curitiba,"[""M1 Transportes Sustentáveis Ltda."", ""M2 Soluções Em Engenharia Ltda."", ""Tembici""]",https://curitiba.publicbikesystem.net/customer/gbfs/v2/gbfs.json,-25.4299,-49.2722,Curitiba,BR,,,,,,,
bike-itau-nordelta,Bike Itaú Nordelta,/v2/networks/bike-itau-nordelta,"[""Tembici"", ""Itaú Argentina"", ""Zurich Insurance Group""]",https://nordelta.publicbikesystem.net/customer/gbfs/v2/gbfs.json,-34.4146,-58.6493,Nordelta,AR,,,,,,,
bikebrasilia,BikeBrasilia,/v2/networks/bikebrasilia,"[""Tembici""]",https://brasilia.publicbikesystem.net/customer/ube/gbfs/v1/,-15.795115,-47.887424,Brasília,BR,,,,,,,
bikekia-zilina,BikeKia,/v2/networks/bikekia-zilina,"[""Nextbike GmbH""]",,49.2217,18.7572,Žilina,SK,Nextbike,,,,,,
bikemi,BikeMi,/v2/networks/bikemi,"[""IGP S.p.A.""]",https://gbfs.urbansharing.com/bikemi.com/gbfs.json,45.4654542,9.186516,Milano,IT,,,True,,,,
bikenmedio,BikEnmedio,/v2/networks/bikenmedio,"[""Instituto Tecnológico de Castilla y León (ITCL)""]",,42.9995,-4.1393,Campoo de Enmedio,ES,bicicard,,,,,,
bikepoa,BikePOA,/v2/networks/bikepoa,"[""Tembici"", ""PBSC Urban Solutions""]",https://poa.publicbikesystem.net/ube/gbfs/v1/,-30.033079,-51.23654,Porto Alegre,BR,,,,,,,
bikerecife,BikeRecife,/v2/networks/bikerecife,"[""Tembici"", ""PBSC Urban Solutions""]",https://rec.publicbikesystem.net/ube/gbfs/v1/,-8.047129,-34.873437,Recife,BR,,,,,,,
bikerio,BikeRio,/v2/networks/bikerio,"[""Tembici"", ""PBSC Urban Solutions""]",https://riodejaneiro.publicbikesystem.net/ube/gbfs/v1/,-22.904315,-43.184776,Rio de Janeiro,BR,,,,,,,
bikesalvador,BikeSalvador,/v2/networks/bikesalvador,"[""Tembici"", ""PBSC Urban Solutions""]",https://salvador.publicbikesystem.net/ube/gbfs/v1/,-12.973959,-38.508171,Salvador,BR,,,,,,,
bikesampa,BikeSampa,/v2/networks/bikesampa,"[""Tembici"", ""PBSC Urban Solutions""]",https://saopaulo.publicbikesystem.net/ube/gbfs/v1/,-23.55,-46.6333,São Paulo,BR,,,,,,,
bikesantiago,BikeSantiago,/v2/networks/bikesantiago,"[""Tembici"", ""PBSC Urban Solutions""]",https://santiago.publicbikesystem.net/ube/gbfs/v1/,-33.45,-70.67,Santiago,CL,,,,,,,
bikesantos,BikeSantos,/v2/networks/bikesantos,"[""Mobilicidade Tecnologia LTD"", ""Grupo Serttel LTDA""]",,-23.954052,-46.333345,Santos,BR,Samba,,,,,,
bikeshare-peninsula-papagayo,Peninsula Papagayo Bike-Share,/v2/networks/bikeshare-peninsula-papagayo,"[""Ecodesarrollo Papagayo Limitada"", ""Wegoshare, Lda""]",,10.6246,-85.6796,Península de Papagayo,CR,,,True,,,,
biketown,BIKETOWN,/v2/networks/biketown,"[""Portland Bureau of Transportation (PBOT)"", ""Lyft Inc.""]",https://gbfs.biketownpdx.com/gbfs/gbfs.json,45.52175423291714,-122.68107935786247,"Portland, OR",US,,,,,,,
biketown-whq,Biketown WHQ (Nike campus),/v2/networks/biketown-whq,[],https://nike.publicbikesystem.net/customer/gbfs/v2/gbfs.json,45.5087,-122.8294,"Beaverton, OR",US,,,,,,,
bikeu-bra,Bydgoski rower aglomeracyjny,/v2/networks/bikeu-bra,"[""Bike U Sp. z o.o.""]",,53.12193,18.00038,Bydgoszcz,PL,Bike U,,,,,,
bikeverona,Verona Bike,/v2/networks/bikeverona,"[""IGP S.p.A."", ""Urban Sharing AS""]",https://gbfs.urbansharing.com/bikeverona.it/gbfs.json,45.438611,10.992778,Verona,IT,,,,,,,
bikevitoria,Bike Vitória,/v2/networks/bikevitoria,"[""Mobilicidade Tecnologia LTD"", ""Grupo Serttel LTDA""]",,-20.3202,-40.3375,Vitória,BR,Samba,,,,,,
biki,BIKI,/v2/networks/biki,"[""Autobuses Urbanos de Valladolid S.A""]",,41.6522,-4.7243,Valladolid,ES,,,True,,,,
bilbon-bizi,Bilbaobizi,/v2/networks/bilbon-bizi,"[""Lyft Inc.""]",https://bilbao.publicbikesystem.net/customer/gbfs/v2/gbfs.json,43.263,-2.935,Bilbao,ES,,,,,,,
bird-los-angeles,Bird Los Angeles,/v2/networks/bird-los-angeles,"[""Bird Rides, Inc.""]",https://mds.bird.co/gbfs/v2/public/los-angeles/gbfs.json,34.0522,-118.2437,"Los Angeles, CA",US,,,,,,,
bird-portland,Bird Portland,/v2/networks/bird-portland,"[""Bird Rides, Inc.""]",https://mds.bird.co/gbfs/v2/public/portland/gbfs.json,45.5152,-122.6784,"Portland, OR",US,,,,,,,
bird-seattle,Bird Seattle,/v2/networks/bird-seattle,"[""Bird Rides, Inc.""]",https://mds.bird.co/gbfs/v2/public/seattle-washington/gbfs.json,47.6062,-122.3321,"Seattle, WA",US,,,,,,,
bismarck,BisPArks BCycle,/v2/networks/bismarck,"[""BCycle, LLC""]",https://gbfs.bcycle.com/bcycle_bismarck/gbfs.json,46.8082,-100.7847,"Bismarck, ND",US,BCycle,,,,,,
bixi-montreal,Bixi,/v2/networks/bixi-montreal,"[""Motivate International, Inc."", ""PBSC Urban Solutions"", ""BIXI Montréal""]",https://gbfs.velobixi.com/gbfs/gbfs.json,45.508693,-73.553928,"Montréal, QC",CA,,,True,,,,
bixi-toronto,Bike Share Toronto,/v2/networks/bixi-toronto,"[""Motivate International, Inc."", ""PBSC Urban Solutions""]",https://tor.publicbikesystem.net/ube/gbfs/v1/,43.653226,-79.3831843,"Toronto, ON",CA,,,,,,,
bizi,Bizi,/v2/networks/bizi,"[""UTE Serveo Servicios"", ""PBSC Urban Solutions""]",https://zaragoza.publicbikesystem.net/customer/gbfs/v2/gbfs.json,41.6487908,-0.8895811,Zaragoza,ES,,,,,,,
bizkaibizi-barakaldo,Bizkaibizi,/v2/networks/bizkaibizi-barakaldo,"[""UTE Bizkaibizi""]",,43.2966,-2.987,Barakaldo,ES,Bizkaibizi,,,,,,
bizkaibizi-berango,Bizkaibizi,/v2/networks/bizkaibizi-berango,"[""UTE Bizkaibizi""]",,43.3619,-2.9968,Berango,ES,Bizkaibizi,,,,,,
bizkaibizi-bilbao,Bizkaibizi,/v2/networks/bizkaibizi-bilbao,"[""UTE Bizkaibizi""]",,43.2617,-2.9491,Bilbao,ES,Bizkaibizi,,,,,,
bizkaibizi-erandio,Bizkaibizi,/v2/networks/bizkaibizi-erandio,"[""UTE Bizkaibizi""]",,43.3029,-2.9756,Erandio,ES,Bizkaibizi,,,,,,
bizkaibizi-getxo,Bizkaibizi,/v2/networks/bizkaibizi-getxo,"[""UTE Bizkaibizi""]",,43.3476,-3.0088,getxo,ES,Bizkaibizi,,,,,,
bizkaibizi-leioa,Bizkaibizi,/v2/networks/bizkaibizi-leioa,"[""UTE Bizkaibizi""]",,43.3266,-2.9897,Leioa,ES,Bizkaibizi,,,,,,
bizkaibizi-portugalete,Bizkaibizi,/v2/networks/bizkaibizi-portugalete,"[""UTE Bizkaibizi""]",,43.318,-3.0214,Portugalete,ES,Bizkaibizi,,,,,,
bizkaibizi-santurtzi,Bizkaibizi,/v2/networks/bizkaibizi-santurtzi,"[""UTE Bizkaibizi""]",,43.328,-3.0335,Santurtzi,ES,Bizkaibizi,,,,,,
bizkaibizi-sestao,Bizkaibizi,/v2/networks/bizkaibizi-sestao,"[""UTE Bizkaibizi""]",,43.3093,-3.0068,Sestao,ES,Bizkaibizi,,,,,,
bl-bike-banja-luka,BL bike,/v2/networks/bl-bike-banja-luka,"[""Nextbike GmbH""]",,44.775,17.1994,Banja Luka,BA,Nextbike,,,,,,
blue-bikes,Blue Bikes,/v2/networks/blue-bikes,"[""Motivate International, Inc."", ""PBSC Urban Solutions""]",https://gbfs.bluebikes.com/gbfs/gbfs.json,42.3584308,-71.0597732,"Boston, MA",US,,,True,,,,
bora,Bora!,/v2/networks/bora,"[""SOLTRÁFEGO, SA""]",,40.656392,-7.912545,CIM Viseu Dão-Lafões,PT,Soltrafego,,,,,,
boulder,Boulder BCycle,/v2/networks/boulder,"[""BCycle, LLC""]",https://gbfs.bcycle.com/bcycle_boulder/gbfs.json,40.00811,-105.26385,"Boulder, CO",US,BCycle,,,,,,
brindisi,BrindisiByBike,/v2/networks/brindisi,"[""Comunicare S.r.l.""]",,40.637580319936106,17.940774547082572,Brindisi,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=197,,,,,
broward,Broward BCycle,/v2/networks/broward,"[""BCycle, LLC""]",https://gbfs.bcycle.com/bcycle_broward/gbfs.json,26.12026,-80.14819,"Fort Lauderdale, FL",US,BCycle,,,,,,
bubi,MOL Bubi,/v2/networks/bubi,"[""Nextbike GmbH""]",,47.497912,19.040235,Budapest,HU,Nextbike,,,,,,
bublr-bikes,Bublr Bikes,/v2/networks/bublr-bikes,"[""BCycle, LLC""]",https://gbfs.bcycle.com/bcycle_bublr/gbfs.json,43.0369,-87.89667,"Milwaukee, WI",US,BCycle,,,,,,
buga,BUGA,/v2/networks/buga,"[""SOLTRÁFEGO, SA""]",,40.6388,-8.6479,Aveiro,PT,Soltrafego,,,,,,
burgenland-neusiedler-see,Burgenland,/v2/networks/burgenland-neusiedler-see,"[""Nextbike GmbH""]",,47.839,16.761,Neusiedler See,AT,Nextbike,,,,,,
bysykkel-lillestrom,Bysykkel,/v2/networks/bysykkel-lillestrom,"[""JCDecaux""]",,59.9559696,11.0503785,Lillestrøm,NO,Cyclocity,https://developer.jcdecaux.com,,Open Licence,https://developer.jcdecaux.com/#/opendata/licence,,
c-velo,C.vélo,/v2/networks/c-velo,"[""CityBike France"", ""PBSC Urban Solutions""]",https://clermontferrand.publicbikesystem.net/customer/ube/gbfs/v1/,45.7831,3.0824,Clermont-Ferrand,FR,,,,,,,
cagliari,Cagliari,/v2/networks/cagliari,"[""Comunicare S.r.l.""]",,39.220817,9.121399,Cagliari,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=177,,,,,
callabike-berlin,Call-A-Bike,/v2/networks/callabike-berlin,"[""Deutsche Bahn AG""]",https://apis.deutschebahn.com/db-api-marketplace/apis/shared-mobility-gbfs/v2/de/CallABike/gbfs,52.5179,13.3895,Berlin,DE,deutschebahn,,,,,,
callabike-darmstadt,Call-A-Bike,/v2/networks/callabike-darmstadt,"[""Deutsche Bahn AG""]",https://apis.deutschebahn.com/db-api-marketplace/apis/shared-mobility-gbfs/v2/de/CallABike/gbfs,49.8707135,8.6527299,Darmstadt,DE,deutschebahn,,,,,,
callabike-frankfurt,Call-A-Bike,/v2/networks/callabike-frankfurt,"[""Deutsche Bahn AG""]",https://apis.deutschebahn.com/db-api-marketplace/apis/shared-mobility-gbfs/v2/de/CallABike/gbfs,50.1109,8.6795,Frankfurt,DE,deutschebahn,,,,,,
callabike-koln,Call-A-Bike,/v2/networks/callabike-koln,"[""Deutsche Bahn AG""]",https://apis.deutschebahn.com/db-api-marketplace/apis/shared-mobility-gbfs/v2/de/CallABike/gbfs,50.939,6.9595,Köln,DE,deutschebahn,,,,,,
callabike-munchen,Call-A-Bike,/v2/networks/callabike-munchen,"[""Deutsche Bahn AG""]",https://apis.deutschebahn.com/db-api-marketplace/apis/shared-mobility-gbfs/v2/de/CallABike/gbfs,48.1375,11.5759,München,DE,deutschebahn,,,,,,
capital-bikeshare,Capital BikeShare,/v2/networks/capital-bikeshare,"[""Motivate International, Inc."", ""PBSC Urban Solutions""]",https://gbfs.capitalbikeshare.com/gbfs/gbfs.json,38.8967584,-77.03701629999999,"Washington, DC",US,,,True,,,,
capmetro-austin,CapMetro Bikeshare,/v2/networks/capmetro-austin,"[""CapMetro"", ""City of Austin""]",https://austin.publicbikesystem.net/customer/gbfs/v2/gbfs.json,30.26408,-97.74355,"Austin, TX",US,,,,,,,
carbonia,Carbonia,/v2/networks/carbonia,"[""Comunicare S.r.l.""]",,39.167222,8.522222,Carbonia,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=173,,,,,
carvelo,carvelo eCargo-Bike Sharing,/v2/networks/carvelo,"[""Mobilitätsakademie AG"", ""Touring Club Switzerland (TCS)""]",https://gbfs.prod.sharedmobility.ch/v2/gbfs/carvelo2go/gbfs,46.9829,8.2331,Switzerland,CH,,https://github.com/SFOE/sharedmobility/blob/main/Access%20the%20data.md,,Open Use,https://opendata.swiss/en/dataset/standorte-und-verfugbarkeit-von-shared-mobility-angeboten,,
cascavel,Cascavel Vai de Bici,/v2/networks/cascavel,"[""Mobhis Automação Urbana""]",,-24.9558,-53.4566,Cascavel,BR,Mobhis,,,,,,
cassano-d-adda,Cassano d'Adda,/v2/networks/cassano-d-adda,"[""Comunicare S.r.l.""]",,45.5309616,9.5155813,Cassano d'Adda,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=143,,,,,
castellucchio,Castellucchio,/v2/networks/castellucchio,"[""Comunicare S.r.l.""]",,45.15047821582959,10.651202201843262,Castellucchio,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=161,,,,,
chantrerie-captainbike,Chantrerie VLS (Captain Bike),/v2/networks/chantrerie-captainbike,"[""Ecovelo""]",https://api.gbfs.ecovelo.mobi/chantrerie/gbfs.json,47.2868203,-1.5210917,"La Chantrerie, Nantes",FR,Ecovelo,,True,,,True,
charlotte,Charlotte Joyrides,/v2/networks/charlotte,"[""BCycle, LLC""]",https://gbfs.bcycle.com/bcycle_charlotte/gbfs.json,35.22716,-80.83855,"Charlotte, NC",US,BCycle,,,,,,
chartered-bike-bhopal,Chartered Bike,/v2/networks/chartered-bike-bhopal,"[""CHARTERED BIKE PRIVATE LIMITED""]",,23.258546,77.401851,Bhopal,IN,Chartered Bike,,,,,,
chartered-bike-bilaspur,Chartered Bike,/v2/networks/chartered-bike-bilaspur,"[""CHARTERED BIKE PRIVATE LIMITED""]",,22.07834,82.14768,Bilaspur,IN,Chartered Bike,,,,,,
chartered-bike-moradabad,Chartered Bike,/v2/networks/chartered-bike-moradabad,"[""CHARTERED BIKE PRIVATE LIMITED""]",,28.83263,78.77346,Moradabad,IN,Chartered Bike,,,,,,
chartered-bike-prayagraj,Chartered Bike,/v2/networks/chartered-bike-prayagraj,"[""CHARTERED BIKE PRIVATE LIMITED""]",,25.43802,81.83383,Prayagraj,IN,Chartered Bike,,,,,,
chartered-bike-rajarhat-new-town,Chartered Bike,/v2/networks/chartered-bike-rajarhat-new-town,"[""CHARTERED BIKE PRIVATE LIMITED""]",,22.58797,88.4731,Rajarhat New Town,IN,Chartered Bike,,,,,,
chartered-bike-ranchi,Chartered Bike,/v2/networks/chartered-bike-ranchi,"[""CHARTERED BIKE PRIVATE LIMITED""]",,23.37005,85.325004,Ranchi,IN,Chartered Bike,,,,,,
chartered-bike-srinagar,Chartered Bike,/v2/networks/chartered-bike-srinagar,"[""CHARTERED BIKE PRIVATE LIMITED""]",,34.07471,74.82044,Srinagar,IN,Chartered Bike,,,,,,
chartered-bike-surat,Chartered Bike,/v2/networks/chartered-bike-surat,"[""CHARTERED BIKE PRIVATE LIMITED""]",,21.18626,72.80798,Surat,IN,Chartered Bike,,,,,,
chivasso,Chivasso,/v2/networks/chivasso,"[""Comunicare S.r.l.""]",,45.189765,7.888935,Chivasso,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=201,,,,,
choletbus,Choletbus 2 roues,/v2/networks/choletbus,"[""Ecovelo""]",https://api.gbfs.ecovelo.mobi/choletbus/gbfs.json,47.06,-0.8783,Cholet,FR,Ecovelo,,True,,,,
ciclopi,Ciclopi,/v2/networks/ciclopi,"[""Comunicare S.r.l.""]",,43.7228386,10.4016888,Pisa,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=144,,,,,
cincy-red-bike,Cincy Red Bike,/v2/networks/cincy-red-bike,"[""BCycle, LLC""]",https://gbfs.bcycle.com/bcycle_cincyredbike/gbfs.json,39.10138,-84.51217,"Cincinnati, OH",US,BCycle,,,,,,
citi-bike-miami,Citi Bike Miami,/v2/networks/citi-bike-miami,"[""DecoBike LLC""]",,25.790654,-80.1300455,"Miami, FL",US,DecoBike,,,,,,
citi-bike-nyc,Citi Bike,/v2/networks/citi-bike-nyc,"[""NYC Bike Share, LLC"", ""Motivate International, Inc."", ""PBSC Urban Solutions""]",https://gbfs.citibikenyc.com/gbfs/gbfs.json,40.7143528,-74.00597309999999,"New York, NY",US,,,True,,,,
citybike-lima,CityBike Lima,/v2/networks/citybike-lima,"[""CityBike Miraflores S.A.C."", ""CityBike San Isidro S.A.C"", ""Fifteen"", ""Moventia""]",,-12.1209,-77.0296,Lima,PE,,,,,,,
citybikelinz,city bike Linz,/v2/networks/citybikelinz,"[""Nextbike GmbH""]",,48.3003,14.2843,Linz,AT,Nextbike,,,,,,
citybikes-helsinki,City bikes,/v2/networks/citybikes-helsinki,"[""Helsinki City Transport"", ""Helsinki Regional Transport"", ""CityBikeFinland"", ""Smoove SAS"", ""Moventia"", ""Alepa""]",,60.16985569999999,24.938379,Helsinki,FI,OTP,,,,,,
civitavecchia,Civitavecchia,/v2/networks/civitavecchia,"[""Comunicare S.r.l.""]",,42.0937524,11.7922462,Civitavecchia,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=127,,,,,
clemson,Clemson University Bike Share,/v2/networks/clemson,"[""BCycle, LLC""]",https://gbfs.bcycle.com/bcycle_clemson/gbfs.json,34.67847,-82.8351,"Clemson, SC",US,BCycle,,,,,,
clujbike,Cluj Bike,/v2/networks/clujbike,"[""Municipiul Cluj-Napoca""]",,46.775,23.5975,Cluj-Napoca,RO,Clujbike,,,,,,
co-bikes-exeter,Co-bikes,/v2/networks/co-bikes-exeter,"[""Nextbike GmbH""]",,50.7272,-3.53605,Exeter,GB,,,,,,,
cork,TFI Bikes,/v2/networks/cork,"[""The National Transport Authority""]",,51.893604,-8.494174,Cork,IE,TFI Bikes,,,,,,
cuneo,Cuneo,/v2/networks/cuneo,"[""Comunicare S.r.l.""]",,44.384238,7.541428,Cuneo,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=39,,,,,
cyclam,Cycl’AM,/v2/networks/cyclam,"[""Ecovelo""]",https://api.gbfs.ecovelo.mobi/cyclam/gbfs.json,49.7719,4.7161,Ardenne Métropole,FR,Ecovelo,,True,,,,
cyclolibre,CYCLOlibre,/v2/networks/cyclolibre,"[""Ecovelo""]",https://api.gbfs.ecovelo.mobi/cyclolibre/gbfs.json,43.2127,2.3492,Carcassonne,FR,Ecovelo,,True,,,,
